"rule_touch_mth";"c_t_flag";"country";"rule_id";"rule_name";"region";"risk_sub_region";"rule_type";"group_flag";"cust_num";"hld_txn_amt";"hld_gloss";"hld_pp_nloss";"txn_amt";"gloss";"pp_nloss"
"32";"2013-08";"C";"GB";117892;"ALH_ARS_masked2_nonbiz_GB_CG";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"107_ALH_ARS_masked2_nonbiz_GB_CG";11;0;0;0;5288.53;659.730000005619;273.582945590064
"33";"2013-08";"T";"SG|TH|VN|ID|MY|PH|IN";177217;"ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS";"APAC";"APAC_SEA";"Newbie";"015_ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS";64;9790.03;935.440000013;81.22;53112.1;6363.44000009825;1757.10531911149
"34";"2013-08";"C";"DE";117891;"ALH_ARS_masked2_nonbiz_DE_CG";"EMEA";"EMEA_DE";"ARS_Masked_ALH";"105_ALH_ARS_masked2_nonbiz_DE_CG";5;0;0;0;3031.03;0;0
"35";"2013-04";"T";"DE";166033;"ARS_DE_eBay_INR3";"EMEA";"EMEA_NL";"Newbie";"005_ARS_DE_eBay_INR3";1;0;0;0;176.08;0;0
"36";"2013-11";"T";"FR";175041;"ALH_OFFEBAY_FR_email_NonBiz_Only";"EMEA";"EMEA_FR";"Newbie";"006_ALH_OFFEBAY_FR_email_NonBiz_Only";1836;481282.88;32127.9900002215;5836.54575950341;533835.64;33399.7000002478;5947.31629611402
"37";"2013-10";"C";"DE";117727;"ALH_ARS_masked2_biz_DE_CG";"EMEA";"EMEA_DE";"ARS_Masked_ALH";"109_ALH_ARS_masked2_biz_DE_CG";9;0;0;0;16537.19;8618.79000001099;5320.83094151065
"38";"2013-06";"C";"CA";144993;"ALH_OFFEBAY_CA_10_Control";"NA";"NA_CA";"Newbie";"001_ALH_OFFEBAY_CA_10_Control";88;0;0;0;56834.57;1617.60000001382;423.97
"39";"2013-11";"T";"GB";139480;"ALH_OFFEBAY_S4_UK_email_payments_Newexp";"EMEA";"EMEA_UK";"Newbie";"008_ALH_OFFEBAY_S4_UK_email_payments_Newexp";3177;978964.24;109812.131675149;12944.7582233167;1284558.09;135383.084208031;14024.9902669275
"40";"2013-06";"T";"CN|C2";177166;"ALH_OFFEBAY_CN_C2_email_Till_7_Trans";"APAC";"APAC_CN+C2";"Newbie";"018_ALH_OFFEBAY_CN_C2_email_Till_7_Trans";652;149393.77;5973.230000037;35.043154366682;2455469.58;126837.964245044;19303.5605145569
"41";"2013-12";"T";"SG|TH|VN|ID|MY|PH|IN";177217;"ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS";"APAC";"APAC_IN";"Newbie";"015_ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS";36;8734.71;150.000000001;0;22460.25;612.530000003938;0
"42";"2014-01";"C";"AU|NZ";166746;"ALH_OFFEBAY_AU_NZ_control_email_wps";"APAC";"APAC_AU+NZ";"Newbie";"012_ALH_OFFEBAY_AU_NZ_control_email_wps";102;0;0;0;19528.62;858.770000003563;457.749793067195
"43";"2013-08";"T";"US";138449;"ALH_ARS_masked1_nonbiz_US_0_21";"NA";"NA_US";"ARS_Masked_ALH";"102_ALH_ARS_masked1_nonbiz_US_0_21";1;300;0;0;300;0;0
"44";"2013-09";"T";"CN|C2";167989;"ALH_OFFEBAY_CN_C2_WPS_only_Non_Biz";"APAC";"APAC_CN+C2";"Newbie";"013_ALH_OFFEBAY_CN_C2_WPS_only_Non_Biz";1081;2690650.66;463873.250007149;3574.55006469633;3137345.55;500976.610007768;3916.51006469633
"45";"2013-08";"T";"GB";150336;"ALH_ARS_masked1_biz_GB";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"110_ALH_ARS_masked1_biz_GB";7;29131.94;1498.17000000305;52.5087818022769;38591.08;1498.17000000305;52.5087818022769
"46";"2013-12";"T";"AU|NZ";166738;"ALH_OFFEBAY_AU_NZ_test_email_wps";"APAC";"APAC_AU+NZ";"Newbie";"012_ALH_OFFEBAY_AU_NZ_test_email_wps";885;286616.35;18589.4200000452;2171.90870698559;345474.62;21080.250000057;2645.54681750273
"47";"2013-08";"T";"AU|NZ";166738;"ALH_OFFEBAY_AU_NZ_test_email_wps";"APAC";"APAC_AU+NZ";"Newbie";"012_ALH_OFFEBAY_AU_NZ_test_email_wps";586;304503.09;17167.5100000501;4108.38017382334;695892.06;28612.6000001128;7988.1754899642
"48";"2013-10";"C";"GB";117882;"ALH_ARS_masked1_nonbiz_GB_CG";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"106_ALH_ARS_masked1_nonbiz_GB_CG";4;0;0;0;3890.36;6299.37;4313.41141602094
"49";"2013-08";"C";"RO|PL";182686;"ALH_OFFEBAY_RO_PL_email_NonBiz_Only_Control";"EMEA";"EMEA_REU";"Newbie";"011_ALH_OFFEBAY_RO_PL_email_NonBiz_Only_Control";200;0;0;0;89174.28;8658.08000008609;5278.65224456501
"50";"2013-10";"T";"TR";192899;"EMEA_on_eBay_TR_test";"EMEA";"EMEA_BE";"Newbie";"031_EMEA_on_eBay_TR_test";0;0;0;0;0;0;0
"51";"2013-04";"C";"HK|TW|KR";167557;"ALH_OFFEBAY_TIER3_Control_Email_Only";"APAC";"APAC_TW";"Newbie";"023_ALH_OFFEBAY_TIER3_Control_Email_Only";32;0;0;0;75009.76;8790.32000000403;0.852669320066335
"52";"2013-08";"T";"DE";164431;"ARS_DE_eBay_INR2";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR2";114;29764.43;4522.90000003208;446.066534831003;149633.61;21612.1550001;1978.99804713047
"53";"2013-12";"T";"US";138487;"ALH_ARS_masked2_nonbiz_US_22_43";"NA";"NA_US";"ARS_Masked_ALH";"103_ALH_ARS_masked2_nonbiz_US_22_43";364;221982.63;28831.550000066;2291.07;283924.98;38572.89000009;4911.44
"54";"2013-08";"T";"IN";168090;"ALH_OFFEBAY_TIER2_APAC_Only_IN_Test_WPS";"APAC";"APAC_IN";"Newbie";"017_ALH_OFFEBAY_TIER2_APAC_Only_IN_Test_WPS";69;40303.99;11411.8800000269;1385.22;90986.9;16370.5500000794;3215.77211187781
"55";"2014-01";"C";"US|CA";196002;"ALH_NA_EXPANSION_service_CONTROL";"NA";"NA_CA";"Newbie";"028_ALH_NA_EXPANSION_service_CONTROL";20;0;0;0;16302.34;0;0
"56";"2013-04";"T";"GB";139480;"ALH_OFFEBAY_S4_UK_email_payments_Newexp";"EMEA";"EMEA_UK";"Newbie";"008_ALH_OFFEBAY_S4_UK_email_payments_Newexp";2728;924526.97;85702.1794457169;10255.1963454687;1417742.8;131380.848017792;10236.1188607622
"57";"2014-01";"T";"SG|TH|VN|ID|MY|PH|IN";177217;"ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS";"APAC";"APAC_SEA";"Newbie";"015_ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS";63;7819.37;5.000000001;0;9946.43;5.000000001;0
"58";"2013-10";"C";"BE|IT|NL|PT|ES";168869;"ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";"EMEA";"EMEA_NL";"Newbie";"003_ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";26;97.14;0;0;11541.26;2440.31000001252;1504.41410403663
"59";"2013-07";"T";"US";138489;"ALH_ARS_masked2_nonbiz_US_0_21";"NA";"NA_US";"ARS_Masked_ALH";"103_ALH_ARS_masked2_nonbiz_US_0_21";159;123284.57;13791.0200000322;1388.06;156674.55;25125.3900000542;8324.7
"60";"2013-07";"C";"US";108834;"ALH_OFFEBAY_S4_US_Control_10";"NA";"NA_US";"Newbie";"002_ALH_OFFEBAY_S4_US_Control_10";1520;0;0;0;1395074.04;102077.920000372;49741.6992566155
"61";"2013-10";"T";"FR";192955;"EMEA_on_eBay_FR_test";"EMEA";"EMEA_FR";"Newbie";"029_EMEA_on_eBay_FR_test";6;0;0;0;22701.01;2401.50000001763;637.719934446562
"62";"2013-12";"T";"GR|LU|BG|SK|LV|DK|ZA";182675;"ALH_OFFEBAY_GR_LU_BG_SK_LV_DK_ZA_email_NonBiz_Only";"EMEA";"EMEA_DK";"Newbie";"009_ALH_OFFEBAY_GR_LU_BG_SK_LV_DK_ZA_email_NonBiz_Only";228;49876.76;3115.46000000447;288.314659772012;55161.39;3115.46000000447;288.314659772012
"63";"2013-07";"C";"IN";168094;"ALH_OFFEBAY_TIER2_Control_Only_IN_WPS_only";"APAC";"APAC_IN";"Newbie";"017_ALH_OFFEBAY_TIER2_Control_Only_IN_WPS_only";58;0;0;0;69239.47;5362.97000004264;3462.06
"64";"2013-11";"T";"CN|C2";143808;"ALH_OFFEBAY_IN_CN_C2_email_only";"APAC";"APAC_CN+C2";"Newbie";"021_ALH_OFFEBAY_IN_CN_C2_email_only";3999;7087723.51;546424.180006618;8114.61300331402;9023646.31;602191.255579247;10942.7039335636
"65";"2013-10";"T";"SG|TH|VN|ID|MY|PH|IN";148263;"ALH_OFFEBAY_Rest_Of_APAC_Test";"APAC";"APAC_IN";"Newbie";"020_ALH_OFFEBAY_Rest_Of_APAC_Test";305;171802.46;7546.10000001388;703.36;326824.31;9225.34000002447;1143.66
"66";"2013-06";"T";"US";130244;"ALH_GC_Throttle_00_89";"NA";"NA_US";"Newbie";"002_ALH_GC_Throttle_00_89";5615;2305785.99;146421.31000044;45452.53177416;4772319.19;309741.470001204;110875.045766285
"67";"2013-12";"T";"IE|IL";182677;"ALH_OFFEBAY_IE_IL_email_NonBiz_Only";"EMEA";"EMEA_UK";"Newbie";"010_ALH_OFFEBAY_IE_IL_email_NonBiz_Only";269;73717.86;9278.44000002711;1497.05680308027;78157.28;9491.07000002847;1497.05680308027
"68";"2013-11";"T";"RO|PL";182684;"ALH_OFFEBAY_RO_PL_email_NonBiz_Only";"EMEA";"EMEA_REU";"Newbie";"011_ALH_OFFEBAY_RO_PL_email_NonBiz_Only";403;104721.07;7501.00000009695;3196.09879269447;112839.1;7595.65000010204;3196.09879269447
"69";"2013-12";"C";"DE";179335;"ARS_DE_eBay_INR2_CG";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR2_CG";13;0;0;0;13073.17;1202.1000000041;0
"70";"2014-01";"T";"IN";168090;"ALH_OFFEBAY_TIER2_APAC_Only_IN_Test_WPS";"APAC";"APAC_IN";"Newbie";"017_ALH_OFFEBAY_TIER2_APAC_Only_IN_Test_WPS";107;31139.32;532.390000004;0;37413.3;544.390000005;0
"71";"2013-11";"T";"SG|TH|VN|ID|MY|PH|IN";177217;"ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS";"APAC";"APAC_IN";"Newbie";"015_ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS";37;9163.94;0;0;20236.06;76.500000004;0
"72";"2013-09";"C";"SG|TH|VN|ID|MY|PH|IN";148264;"ALH_OFFEBAY_Rest_Of_APAC_Control";"APAC";"APAC_SEA";"Newbie";"020_ALH_OFFEBAY_Rest_Of_APAC_Control";116;0;0;0;94368.99;1271.84000001636;462.053682125027
"73";"2013-04";"C";"GB";117779;"ALH_OFFEBAY_S4_GB_Control_10_email_payments";"EMEA";"EMEA_UK";"Newbie";"008_ALH_OFFEBAY_S4_GB_Control_10_email_payments";321;0;0;0;218678.24;27124.0000002135;7935.23179367478
"74";"2013-04";"C";"GB";117882;"ALH_ARS_masked1_nonbiz_GB_CG";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"106_ALH_ARS_masked1_nonbiz_GB_CG";5;0;0;0;5711.23;2610.47000000307;1727.53694232541
"75";"2013-04";"T";"CA";144688;"ALH_OFFEBAY_CA_90";"NA";"NA_CA";"Newbie";"001_ALH_OFFEBAY_CA_90";764;470951.57;24739.1400001249;9767.38754110052;675189.09;34534.3400001705;11676.2218840882
"76";"2013-05";"C";"GB";117882;"ALH_ARS_masked1_nonbiz_GB_CG";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"106_ALH_ARS_masked1_nonbiz_GB_CG";1;0;0;0;308.91;0;0
"77";"2013-06";"T";"US";148537;"ALH_ARS_masked1_biz_US_0_21";"NA";"NA_US";"ARS_Masked_ALH";"112_ALH_ARS_masked1_biz_US_0_21";4;9950.15;0;0;11183.7;0;0
"78";"2013-08";"C";"AU|NZ";166746;"ALH_OFFEBAY_AU_NZ_control_email_wps";"APAC";"APAC_AU+NZ";"Newbie";"012_ALH_OFFEBAY_AU_NZ_control_email_wps";611;0;0;0;381252.28;48158.4300001599;14718.3714911675
"79";"2013-06";"T";"US";138429;"ALH_ARS_masked2_nonbiz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"103_ALH_ARS_masked2_nonbiz_US_44_89";305;194902.62;19414.240000058;7022.53;278072.15;33309.950000107;13880.5
"80";"2014-01";"C";"GB";150339;"ALH_ARS_masked2_biz_GB_CG";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"111_ALH_ARS_masked2_biz_GB_CG";13;0;0;0;10169.41;604.810000003285;59.348600844773
"81";"2013-12";"C";"ES|IT";192893;"EMEA_on_eBay_ES_IT_control";"EMEA";"EMEA_UK";"Newbie";"027_EMEA_on_eBay_ES_IT_control";1;0;0;0;32.11;0;0
"82";"2013-04";"C";"DE";117891;"ALH_ARS_masked2_nonbiz_DE_CG";"EMEA";"EMEA_DE";"ARS_Masked_ALH";"105_ALH_ARS_masked2_nonbiz_DE_CG";9;0;0;0;8392.66;3728.78000001824;1988.44914614672
"83";"2013-11";"T";"CN|C2|HK|TW";173339;"ALH_ONEBAY_CN_C2(Eval)";"APAC";"APAC_HK";"Newbie";"019_ALH_ONEBAY_CN_C2(Eval)";8;2562.06;430.250000003649;0;8369.71;602.300000011522;54.67
"84";"2013-11";"C";"FR";175042;"ALH_OFFEBAY_FR_email_NonBiz_Only_Control";"EMEA";"EMEA_FR";"Newbie";"006_ALH_OFFEBAY_FR_email_NonBiz_Only_Control";210;0;0;0;66171.79;6960.21000006597;1911.07277839207
"85";"2013-12";"C";"RO|PL";182686;"ALH_OFFEBAY_RO_PL_email_NonBiz_Only_Control";"EMEA";"EMEA_PL";"Newbie";"011_ALH_OFFEBAY_RO_PL_email_NonBiz_Only_Control";46;0;0;0;19892.6;992.670000008485;0
"86";"2013-12";"T";"US";148626;"ALH_ARS_masked2_biz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"113_ALH_ARS_masked2_biz_US_44_89";635;869834.82;24834.140000053;1106.21;1555784.26;48584.230000133;6369.74
"87";"2013-10";"T";"DE";139472;"ALH_OFFEBAY_S4_DE_New";"EMEA";"EMEA_DE";"Newbie";"004_ALH_OFFEBAY_S4_DE_New";2512;641404.72;72743.4902340847;10971.6551846651;916325.63;98259.9963867379;14930.4885335736
"88";"2013-08";"T";"US";148550;"ALH_ARS_masked1_biz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"112_ALH_ARS_masked1_biz_US_44_89";13;16409.31;0;0;31089.69;56.850000001;0
"89";"2013-11";"T";"US";148550;"ALH_ARS_masked1_biz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"112_ALH_ARS_masked1_biz_US_44_89";14;37287.96;1000.000000001;579.59;54616.28;1758.000000003;629.77
"90";"2013-09";"C";"US";108834;"ALH_OFFEBAY_S4_US_Control_10";"NA";"NA_US";"Newbie";"002_ALH_OFFEBAY_S4_US_Control_10";1051;1562.83;0;0;894610.97;92222.7300002692;29294.6950454524
"91";"2013-09";"C";"US";138430;"ALH_ARS_masked2_nonbiz_US_CG_90";"NA";"NA_US";"ARS_Masked_ALH";"103_ALH_ARS_masked2_nonbiz_US_CG_90";45;516;0;0;37649.43;1018.860000006;3.62
"92";"2013-07";"T";"DE";139472;"ALH_OFFEBAY_S4_DE_New";"EMEA";"EMEA_DE";"Newbie";"004_ALH_OFFEBAY_S4_DE_New";2877;887916.77;102826.477683819;9725.34799921846;1357835.84;147106.120580548;27504.3825333969
"93";"2013-08";"T";"US";138487;"ALH_ARS_masked2_nonbiz_US_22_43";"NA";"NA_US";"ARS_Masked_ALH";"103_ALH_ARS_masked2_nonbiz_US_22_43";133;99908.99;8580.460000028;1087.11;149329.74;9885.36000003701;1607.85
"94";"2013-12";"T";"SG|TH|VN|ID|MY|PH|IN";148263;"ALH_OFFEBAY_Rest_Of_APAC_Test";"APAC";"APAC_SEA";"Newbie";"020_ALH_OFFEBAY_Rest_Of_APAC_Test";960;254351.83;4621.82000003359;101.14491510104;333183.51;8238.79000004459;515.894915101039
"95";"2013-08";"C";"SG|TH|VN|ID|MY|PH|IN";180302;"ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_Email_Control";"APAC";"APAC_SEA";"Newbie";"016_ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_Email_Control";984;0;0;0;739204.14;28081.9900001759;19300.7020722132
"96";"2013-12";"C";"GB";117882;"ALH_ARS_masked1_nonbiz_GB_CG";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"106_ALH_ARS_masked1_nonbiz_GB_CG";2;0;0;0;1375.59;746.890000001634;192.339785016606
"97";"2013-09";"T";"CN|C2";143808;"ALH_OFFEBAY_IN_CN_C2_email_only";"APAC";"APAC_CN+C2";"Newbie";"021_ALH_OFFEBAY_IN_CN_C2_email_only";3311;7563444.77;558535.580006014;11432.4551034843;11827129.2;681511.260006684;16639.2969341005
"98";"2013-11";"C";"CN|C2";167563;"ALH_OFFEBAY_CN_C2_email_only_Control_Biz_Only";"APAC";"APAC_CN+C2";"Newbie";"022_ALH_OFFEBAY_CN_C2_email_only_Control_Biz_Only";11;0;0;0;6588.07;161.200000001;0
"99";"2013-05";"C";"CN|C2";144987;"ALH_OFFEBAY_IN_CN_C2_email_only_Control";"APAC";"APAC_CN+C2";"Newbie";"021_ALH_OFFEBAY_IN_CN_C2_email_only_Control";405;0;0;0;1221018.89;53549.7533337487;2644.16674383585
"100";"2013-05";"C";"DE";117881;"ALH_ARS_masked1_nonbiz_DE_CG";"EMEA";"EMEA_DE";"ARS_Masked_ALH";"104_ALH_ARS_masked1_nonbiz_DE_CG";1;0;0;0;334.46;0;0
"101";"2013-07";"C";"DE";179335;"ARS_DE_eBay_INR2_CG";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR2_CG";23;22293.83;2303.30000000918;0;61399.74;4680.80000002899;1030.00748571395
"102";"2013-12";"C";"DE";179329;"ARS_DE_eBay_INR1_CG";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR1_CG";48;0;0;0;41129.42;4874.88046548332;2084.27497226591
"103";"2013-12";"T";"US";148538;"ALH_ARS_masked1_biz_US_22_43";"NA";"NA_US";"ARS_Masked_ALH";"112_ALH_ARS_masked1_biz_US_22_43";2;2114.3;0;0;4994.37;0;0
"104";"2013-10";"T";"CN|C2|HK|TW";173339;"ALH_ONEBAY_CN_C2(Eval)";"APAC";"APAC_TW";"Newbie";"019_ALH_ONEBAY_CN_C2(Eval)";1;0;0;0;25828.07;102.600000003;0
"105";"2013-10";"T";"FR";175041;"ALH_OFFEBAY_FR_email_NonBiz_Only";"EMEA";"EMEA_FR";"Newbie";"006_ALH_OFFEBAY_FR_email_NonBiz_Only";879;284474.62;8276.91000008187;133.351848010459;345846.45;10318.3700000928;725.299181619893
